test,family,testbench_policy,status,seed,cycles,rtl_instructions,iss_instructions,cpi,first_mismatch,mismatch_pc,mismatch_function,mismatch_source,mismatch_disassembly,waveform_timestamp,checker_failure,mmio_reads,mmio_writes,interrupts,traps,accepted,rejected,completions,runtime_errors,assertion_failures,memory_mismatches,mailbox0,apb_wait_cycles,poll_reads,irq_latency_cycles,handler_cycles,submit_to_completion_cycles,applied_knobs,trace,event_trace,log
isa_matrix,directed,isa_matrix,PASS,20260717,2528,837,837,3.020,,,,,,,0,1,2,0,11,0,0,0,0,0,0,0000000c,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/isa_matrix.csv,chiplet_extension/build/firmware_c/events/isa_matrix.csv,chiplet_extension/build/firmware_c/logs/isa_matrix.log
operand_corner_matrix,directed,gcc_cpu_only,PASS,20260717,481,156,156,3.083,,,,,,,0,0,1,0,0,0,0,0,0,0,0,4f504552,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/operand_corner_matrix.csv,chiplet_extension/build/firmware_c/events/operand_corner_matrix.csv,chiplet_extension/build/firmware_c/logs/operand_corner_matrix.log
csr_state_matrix,directed,gcc_cpu_only,PASS,20260717,466,151,151,3.086,,,,,,,0,0,1,0,0,0,0,0,0,0,0,43535253,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/csr_state_matrix.csv,chiplet_extension/build/firmware_c/events/csr_state_matrix.csv,chiplet_extension/build/firmware_c/logs/csr_state_matrix.log
interrupt_before_after_retire,directed,gcc_interrupt,PASS,20260717,736,227,227,3.242,,,,,,,0,13,9,1,0,1,0,1,0,0,0,00000001,0,0,90,179,90,,chiplet_extension/build/firmware_c/traces/interrupt_before_after_retire.csv,chiplet_extension/build/firmware_c/events/interrupt_before_after_retire.csv,chiplet_extension/build/firmware_c/logs/interrupt_before_after_retire.log
interrupt_during_apb_wait,directed,gcc_interrupt_apb_wait,PASS,20260717,808,217,217,3.724,,,,,,,0,8,9,1,0,1,0,1,0,0,0,00000001,112,0,90,186,90,,chiplet_extension/build/firmware_c/traces/interrupt_during_apb_wait.csv,chiplet_extension/build/firmware_c/events/interrupt_during_apb_wait.csv,chiplet_extension/build/firmware_c/logs/interrupt_during_apb_wait.log
interrupt_mask_pending_enable,directed,gcc_interrupt_masked,PASS,20260717,744,229,229,3.249,,,,,,,0,13,10,1,0,1,0,1,0,0,0,00000001,0,0,105,179,90,,chiplet_extension/build/firmware_c/traces/interrupt_mask_pending_enable.csv,chiplet_extension/build/firmware_c/events/interrupt_mask_pending_enable.csv,chiplet_extension/build/firmware_c/logs/interrupt_mask_pending_enable.log
apb_wait_depth_matrix,directed,gcc_apb_matrix,PASS,20260717,652,183,183,3.563,,,,,,,0,8,9,0,0,0,0,0,0,0,0,00000000,58,0,0,0,0,,chiplet_extension/build/firmware_c/traces/apb_wait_depth_matrix.csv,chiplet_extension/build/firmware_c/events/apb_wait_depth_matrix.csv,chiplet_extension/build/firmware_c/logs/apb_wait_depth_matrix.log
apb_reset_phase_matrix,directed,gcc_apb_reset_phase,PASS,20260717,592,163,163,3.632,,,,,,,0,10,8,0,0,1,0,1,0,0,0,00000917,51,0,90,0,90,,chiplet_extension/build/firmware_c/traces/apb_reset_phase_matrix.csv,chiplet_extension/build/firmware_c/events/apb_reset_phase_matrix.csv,chiplet_extension/build/firmware_c/logs/apb_reset_phase_matrix.log
apb_access_legality_matrix,directed,gcc_apb_legality,PASS,20260717,1085,356,356,3.048,,,,,,,0,1,2,0,4,0,0,0,0,0,0,00000004,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/apb_access_legality_matrix.csv,chiplet_extension/build/firmware_c/events/apb_access_legality_matrix.csv,chiplet_extension/build/firmware_c/logs/apb_access_legality_matrix.log
dma_length_bank_matrix,directed,gcc_dma_matrix,PASS,20260717,1801,478,478,3.768,,,,,,,0,153,25,0,0,4,0,4,1,0,0,00000901,0,0,0,0,1027,,chiplet_extension/build/firmware_c/traces/dma_length_bank_matrix.csv,chiplet_extension/build/firmware_c/events/dma_length_bank_matrix.csv,chiplet_extension/build/firmware_c/logs/dma_length_bank_matrix.log
dma_completion_pressure_irq,directed,gcc_completion_pressure,PASS,20260717,2943,838,838,3.512,,,,,,,0,181,28,2,0,4,0,4,2,0,0,00000920,0,0,1112,179,1027,,chiplet_extension/build/firmware_c/traces/dma_completion_pressure_irq.csv,chiplet_extension/build/firmware_c/events/dma_completion_pressure_irq.csv,chiplet_extension/build/firmware_c/logs/dma_completion_pressure_irq.log
dma_tag_reuse_recovery,directed,gcc_tag_reuse,PASS,20260717,1594,425,425,3.751,,,,,,,0,141,13,0,0,2,0,2,1,0,0,00000933,0,0,0,0,1027,,chiplet_extension/build/firmware_c/traces/dma_tag_reuse_recovery.csv,chiplet_extension/build/firmware_c/events/dma_tag_reuse_recovery.csv,chiplet_extension/build/firmware_c/logs/dma_tag_reuse_recovery.log
power_active_dma_matrix,directed,gcc_power_active,PASS,20260717,742,237,237,3.131,,,,,,,0,1,9,1,0,1,0,1,0,0,0,00000956,0,0,114,179,114,,chiplet_extension/build/firmware_c/traces/power_active_dma_matrix.csv,chiplet_extension/build/firmware_c/events/power_active_dma_matrix.csv,chiplet_extension/build/firmware_c/logs/power_active_dma_matrix.log
power_completion_pending_matrix,directed,gcc_power_completion_pending,PASS,20260717,715,228,228,3.136,,,,,,,0,1,9,1,0,1,0,1,0,0,0,00000957,0,0,90,179,90,,chiplet_extension/build/firmware_c/traces/power_completion_pending_matrix.csv,chiplet_extension/build/firmware_c/events/power_completion_pending_matrix.csv,chiplet_extension/build/firmware_c/logs/power_completion_pending_matrix.log
c_initialized_data_sections,directed,gcc_cpu_data,PASS,20260717,584,189,189,3.090,,,,,,,0,1,2,0,0,0,0,0,0,0,0,00000000,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/c_initialized_data_sections.csv,chiplet_extension/build/firmware_c/events/c_initialized_data_sections.csv,chiplet_extension/build/firmware_c/logs/c_initialized_data_sections.log
c_abi_stack_call_matrix,directed,gcc_cpu_abi,PASS,20260717,1033,340,340,3.038,,,,,,,0,0,1,0,0,0,0,0,0,0,0,d4aba583,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/c_abi_stack_call_matrix.csv,chiplet_extension/build/firmware_c/events/c_abi_stack_call_matrix.csv,chiplet_extension/build/firmware_c/logs/c_abi_stack_call_matrix.log
rv32_decode_legality_matrix,directed,gcc_decode_legality,PASS,20260717,1072,353,353,3.037,,,,,,,0,0,1,0,4,0,0,0,0,0,0,00000004,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/rv32_decode_legality_matrix.csv,chiplet_extension/build/firmware_c/events/rv32_decode_legality_matrix.csv,chiplet_extension/build/firmware_c/logs/rv32_decode_legality_matrix.log
rv32_control_flow_boundary_matrix,directed,gcc_control_boundary,PASS,20260717,838,275,275,3.047,,,,,,,0,0,1,0,2,0,0,0,0,0,0,00000002,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/rv32_control_flow_boundary_matrix.csv,chiplet_extension/build/firmware_c/events/rv32_control_flow_boundary_matrix.csv,chiplet_extension/build/firmware_c/logs/rv32_control_flow_boundary_matrix.log
rv32_sram_boundary_fault_matrix,directed,gcc_sram_boundary,PASS,20260717,751,246,246,3.053,,,,,,,0,0,1,0,2,0,0,0,0,0,0,a55aa55a,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/rv32_sram_boundary_fault_matrix.csv,chiplet_extension/build/firmware_c/events/rv32_sram_boundary_fault_matrix.csv,chiplet_extension/build/firmware_c/logs/rv32_sram_boundary_fault_matrix.log
csr_illegal_mask_alignment_matrix,directed,gcc_csr_illegal,PASS,20260717,616,201,201,3.065,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000000,0,0,0,0,0,,chiplet_extension/build/firmware_c/traces/csr_illegal_mask_alignment_matrix.csv,chiplet_extension/build/firmware_c/events/csr_illegal_mask_alignment_matrix.csv,chiplet_extension/build/firmware_c/logs/csr_illegal_mask_alignment_matrix.log
irq_trap_priority_matrix,directed,gcc_irq_trap_priority,PASS,20260717,1344,443,443,3.034,,,,,,,0,0,2,1,1,0,0,0,0,0,0,00000001,0,0,0,179,0,,chiplet_extension/build/firmware_c/traces/irq_trap_priority_matrix.csv,chiplet_extension/build/firmware_c/events/irq_trap_priority_matrix.csv,chiplet_extension/build/firmware_c/logs/irq_trap_priority_matrix.log
irq_level_mret_matrix,directed,gcc_irq_level_mret,PASS,20260717,1526,503,503,3.034,,,,,,,0,0,3,2,1,0,0,0,0,0,0,00000001,0,0,0,179,0,,chiplet_extension/build/firmware_c/traces/irq_level_mret_matrix.csv,chiplet_extension/build/firmware_c/events/irq_level_mret_matrix.csv,chiplet_extension/build/firmware_c/logs/irq_level_mret_matrix.log
reset_irq_handler_matrix,directed,gcc_reset_irq_handler,PASS,20260717,2077,686,686,3.028,,,,,,,0,0,2,2,0,0,0,0,0,0,0,00000001,0,0,0,522,0,,chiplet_extension/build/firmware_c/traces/reset_irq_handler_matrix.csv,chiplet_extension/build/firmware_c/events/reset_irq_handler_matrix.csv,chiplet_extension/build/firmware_c/logs/reset_irq_handler_matrix.log
apb_atomicity_wait_error_matrix,directed,gcc_apb_atomicity,PASS,20260717,772,245,245,3.151,,,,,,,0,2,3,0,2,0,0,0,0,0,0,00000001,16,0,0,0,0,,chiplet_extension/build/firmware_c/traces/apb_atomicity_wait_error_matrix.csv,chiplet_extension/build/firmware_c/events/apb_atomicity_wait_error_matrix.csv,chiplet_extension/build/firmware_c/logs/apb_atomicity_wait_error_matrix.log
firmware_completion_mode_error_power_matrix,directed,gcc_completion_mode_matrix,PASS,20260717,715,228,228,3.136,,,,,,,0,1,9,1,0,1,0,1,0,0,0,0000b001,0,0,90,179,90,,chiplet_extension/build/firmware_c/traces/firmware_completion_mode_error_power_matrix.csv,chiplet_extension/build/firmware_c/events/firmware_completion_mode_error_power_matrix.csv,chiplet_extension/build/firmware_c/logs/firmware_completion_mode_error_power_matrix.log
cpu_seed_00,cpu_stream,gcc_cpu_only,PASS,441450496,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_00.csv,chiplet_extension/build/firmware_c/events/cpu_seed_00.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_00.log
cpu_seed_01,cpu_stream,gcc_cpu_only,PASS,441450497,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_01.csv,chiplet_extension/build/firmware_c/events/cpu_seed_01.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_01.log
cpu_seed_02,cpu_stream,gcc_cpu_only,PASS,441450498,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_02.csv,chiplet_extension/build/firmware_c/events/cpu_seed_02.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_02.log
cpu_seed_03,cpu_stream,gcc_cpu_only,PASS,441450499,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_03.csv,chiplet_extension/build/firmware_c/events/cpu_seed_03.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_03.log
cpu_seed_04,cpu_stream,gcc_cpu_only,PASS,441450500,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_04.csv,chiplet_extension/build/firmware_c/events/cpu_seed_04.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_04.log
cpu_seed_05,cpu_stream,gcc_cpu_only,PASS,441450501,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_05.csv,chiplet_extension/build/firmware_c/events/cpu_seed_05.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_05.log
cpu_seed_06,cpu_stream,gcc_cpu_only,PASS,441450502,1675,554,554,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_06.csv,chiplet_extension/build/firmware_c/events/cpu_seed_06.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_06.log
cpu_seed_07,cpu_stream,gcc_cpu_only,PASS,441450503,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_07.csv,chiplet_extension/build/firmware_c/events/cpu_seed_07.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_07.log
cpu_seed_08,cpu_stream,gcc_cpu_only,PASS,441450504,1678,555,555,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_08.csv,chiplet_extension/build/firmware_c/events/cpu_seed_08.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_08.log
cpu_seed_09,cpu_stream,gcc_cpu_only,PASS,441450505,1678,555,555,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_09.csv,chiplet_extension/build/firmware_c/events/cpu_seed_09.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_09.log
cpu_seed_10,cpu_stream,gcc_cpu_only,PASS,441450506,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_10.csv,chiplet_extension/build/firmware_c/events/cpu_seed_10.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_10.log
cpu_seed_11,cpu_stream,gcc_cpu_only,PASS,441450507,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_11.csv,chiplet_extension/build/firmware_c/events/cpu_seed_11.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_11.log
cpu_seed_12,cpu_stream,gcc_cpu_only,PASS,441450508,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_12.csv,chiplet_extension/build/firmware_c/events/cpu_seed_12.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_12.log
cpu_seed_13,cpu_stream,gcc_cpu_only,PASS,441450509,1678,555,555,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_13.csv,chiplet_extension/build/firmware_c/events/cpu_seed_13.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_13.log
cpu_seed_14,cpu_stream,gcc_cpu_only,PASS,441450510,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_14.csv,chiplet_extension/build/firmware_c/events/cpu_seed_14.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_14.log
cpu_seed_15,cpu_stream,gcc_cpu_only,PASS,441450511,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_15.csv,chiplet_extension/build/firmware_c/events/cpu_seed_15.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_15.log
cpu_seed_16,cpu_stream,gcc_cpu_only,PASS,441450512,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_16.csv,chiplet_extension/build/firmware_c/events/cpu_seed_16.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_16.log
cpu_seed_17,cpu_stream,gcc_cpu_only,PASS,441450513,1678,555,555,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_17.csv,chiplet_extension/build/firmware_c/events/cpu_seed_17.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_17.log
cpu_seed_18,cpu_stream,gcc_cpu_only,PASS,441450514,1678,555,555,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_18.csv,chiplet_extension/build/firmware_c/events/cpu_seed_18.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_18.log
cpu_seed_19,cpu_stream,gcc_cpu_only,PASS,441450515,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_19.csv,chiplet_extension/build/firmware_c/events/cpu_seed_19.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_19.log
cpu_seed_20,cpu_stream,gcc_cpu_only,PASS,441450516,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_20.csv,chiplet_extension/build/firmware_c/events/cpu_seed_20.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_20.log
cpu_seed_21,cpu_stream,gcc_cpu_only,PASS,441450517,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_21.csv,chiplet_extension/build/firmware_c/events/cpu_seed_21.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_21.log
cpu_seed_22,cpu_stream,gcc_cpu_only,PASS,441450518,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_22.csv,chiplet_extension/build/firmware_c/events/cpu_seed_22.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_22.log
cpu_seed_23,cpu_stream,gcc_cpu_only,PASS,441450519,1678,555,555,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_23.csv,chiplet_extension/build/firmware_c/events/cpu_seed_23.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_23.log
cpu_seed_24,cpu_stream,gcc_cpu_only,PASS,441450520,1681,556,556,3.023,,,,,,,0,0,1,0,1,0,0,0,0,0,0,00000001,0,0,0,0,0,operations=200,chiplet_extension/build/firmware_c/traces/cpu_seed_24.csv,chiplet_extension/build/firmware_c/events/cpu_seed_24.csv,chiplet_extension/build/firmware_c/logs/cpu_seed_24.log
workload_seed_00,firmware_workload,gcc_random_workload,PASS,3221291008,1487,337,337,4.412,,,,,,,0,104,7,0,0,1,0,1,1,0,0,0000a000,243,0,0,0,1051,apb_wait_cycles=2;backpressure_cycles=0;completion_mode=poll;descriptors=1;destination_bank=0;dma_length=2;error_profile=none;index=0;power_event=sleep;queue_pressure=1;seed=3221291008;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_00.csv,chiplet_extension/build/firmware_c/events/workload_seed_00.csv,chiplet_extension/build/firmware_c/logs/workload_seed_00.log
workload_seed_01,firmware_workload,gcc_random_workload,PASS,3221291009,2037,493,493,4.132,,,,,,,0,29,30,4,0,4,0,4,0,0,0,0000a000,429,0,129,186,129,apb_wait_cycles=7;backpressure_cycles=4;completion_mode=irq;descriptors=4;destination_bank=1;dma_length=4;error_profile=none;index=1;power_event=sleep;queue_pressure=4;seed=3221291009;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_01.csv,chiplet_extension/build/firmware_c/events/workload_seed_01.csv,chiplet_extension/build/firmware_c/logs/workload_seed_01.log
workload_seed_02,firmware_workload,gcc_random_workload,PASS,3221291010,975,217,217,4.493,,,,,,,0,30,19,0,0,3,0,3,0,0,0,0000a000,215,0,0,0,136,apb_wait_cycles=4;backpressure_cycles=0;completion_mode=poll;descriptors=3;destination_bank=0;dma_length=8;error_profile=none;index=2;power_event=sleep;queue_pressure=3;seed=3221291010;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_02.csv,chiplet_extension/build/firmware_c/events/workload_seed_02.csv,chiplet_extension/build/firmware_c/logs/workload_seed_02.log
workload_seed_03,firmware_workload,gcc_random_workload,PASS,3221291011,2127,517,517,4.114,,,,,,,0,120,16,2,0,2,0,2,1,0,0,0000a000,293,0,1051,181,1051,apb_wait_cycles=2;backpressure_cycles=8;completion_mode=irq;descriptors=2;destination_bank=1;dma_length=16;error_profile=timeout;index=3;power_event=sleep;queue_pressure=2;seed=3221291011;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_03.csv,chiplet_extension/build/firmware_c/events/workload_seed_03.csv,chiplet_extension/build/firmware_c/logs/workload_seed_03.log
workload_seed_04,firmware_workload,gcc_random_workload,PASS,3221291012,834,233,233,3.579,,,,,,,0,1,11,1,0,1,0,1,1,0,0,0000a000,100,0,28,186,28,apb_wait_cycles=7;backpressure_cycles=4;completion_mode=irq;descriptors=1;destination_bank=0;dma_length=2;error_profile=parity;index=4;power_event=sleep;queue_pressure=1;seed=3221291012;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_04.csv,chiplet_extension/build/firmware_c/events/workload_seed_04.csv,chiplet_extension/build/firmware_c/logs/workload_seed_04.log
workload_seed_05,firmware_workload,gcc_random_workload,PASS,3221291013,1408,443,443,3.178,,,,,,,0,4,30,4,0,4,0,4,4,0,0,0000a000,0,0,4,179,4,apb_wait_cycles=0;backpressure_cycles=4;completion_mode=irq;descriptors=4;destination_bank=1;dma_length=4;error_profile=invalid;index=5;power_event=deep_sleep;queue_pressure=4;seed=3221291013;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_05.csv,chiplet_extension/build/firmware_c/events/workload_seed_05.csv,chiplet_extension/build/firmware_c/logs/workload_seed_05.log
workload_seed_06,firmware_workload,gcc_random_workload,PASS,3221291014,952,217,217,4.387,,,,,,,0,30,19,0,0,3,0,3,0,0,0,0000a000,192,0,0,0,112,apb_wait_cycles=4;backpressure_cycles=0;completion_mode=poll;descriptors=3;destination_bank=0;dma_length=8;error_profile=none;index=6;power_event=run;queue_pressure=3;seed=3221291014;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_06.csv,chiplet_extension/build/firmware_c/events/workload_seed_06.csv,chiplet_extension/build/firmware_c/logs/workload_seed_06.log
workload_seed_07,firmware_workload,gcc_random_workload,PASS,3221291015,1332,321,321,4.150,,,,,,,0,22,16,2,0,2,0,2,0,0,0,0000a000,282,0,180,186,180,apb_wait_cycles=7;backpressure_cycles=0;completion_mode=irq;descriptors=2;destination_bank=1;dma_length=16;error_profile=none;index=7;power_event=sleep;queue_pressure=2;seed=3221291015;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_07.csv,chiplet_extension/build/firmware_c/events/workload_seed_07.csv,chiplet_extension/build/firmware_c/logs/workload_seed_07.log
workload_seed_08,firmware_workload,gcc_random_workload,PASS,3221291016,1468,301,301,4.877,,,,,,,0,86,7,0,0,1,0,1,1,0,0,0000a000,368,0,0,0,1027,apb_wait_cycles=4;backpressure_cycles=0;completion_mode=poll;descriptors=1;destination_bank=0;dma_length=2;error_profile=none;index=8;power_event=run;queue_pressure=1;seed=3221291016;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_08.csv,chiplet_extension/build/firmware_c/events/workload_seed_08.csv,chiplet_extension/build/firmware_c/logs/workload_seed_08.log
