test,family,testbench_policy,status,seed,cycles,rtl_instructions,iss_instructions,cpi,first_mismatch,mismatch_pc,mismatch_function,mismatch_source,mismatch_disassembly,waveform_timestamp,checker_failure,mmio_reads,mmio_writes,interrupts,traps,accepted,rejected,completions,runtime_errors,assertion_failures,memory_mismatches,mailbox0,apb_wait_cycles,poll_reads,irq_latency_cycles,handler_cycles,submit_to_completion_cycles,applied_knobs,trace,event_trace,log
workload_seed_10,firmware_workload,gcc_random_workload,PASS,3221291018,1620,438,438,3.699,,,,,,,0,21,25,3,0,3,0,3,1,0,0,0000a000,203,0,28,183,28,apb_wait_cycles=4;backpressure_cycles=4;completion_mode=irq;descriptors=3;destination_bank=0;dma_length=8;error_profile=parity;index=10;power_event=sleep;queue_pressure=3;seed=3221291018;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_10.csv,chiplet_extension/build/firmware_c/events/workload_seed_10.csv,chiplet_extension/build/firmware_c/logs/workload_seed_10.log
workload_seed_11,firmware_workload,gcc_random_workload,PASS,3221291019,1009,281,281,3.591,,,,,,,0,2,16,2,0,2,0,2,2,0,0,0000a000,119,0,4,186,4,apb_wait_cycles=7;backpressure_cycles=0;completion_mode=irq;descriptors=2;destination_bank=1;dma_length=16;error_profile=invalid;index=11;power_event=deep_sleep;queue_pressure=2;seed=3221291019;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_11.csv,chiplet_extension/build/firmware_c/events/workload_seed_11.csv,chiplet_extension/build/firmware_c/logs/workload_seed_11.log
workload_seed_12,firmware_workload,gcc_random_workload,PASS,3221291020,1487,317,317,4.691,,,,,,,0,94,7,0,0,1,0,1,1,0,0,0000a000,323,0,0,0,1051,apb_wait_cycles=3;backpressure_cycles=4;completion_mode=poll;descriptors=1;destination_bank=0;dma_length=2;error_profile=none;index=12;power_event=sleep;queue_pressure=1;seed=3221291020;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_12.csv,chiplet_extension/build/firmware_c/events/workload_seed_12.csv,chiplet_extension/build/firmware_c/logs/workload_seed_12.log
workload_seed_13,firmware_workload,gcc_random_workload,PASS,3221291021,2037,493,493,4.132,,,,,,,0,29,30,4,0,4,0,4,0,0,0,0000a000,429,0,129,186,129,apb_wait_cycles=7;backpressure_cycles=4;completion_mode=irq;descriptors=4;destination_bank=1;dma_length=4;error_profile=none;index=13;power_event=sleep;queue_pressure=4;seed=3221291021;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_13.csv,chiplet_extension/build/firmware_c/events/workload_seed_13.csv,chiplet_extension/build/firmware_c/logs/workload_seed_13.log
workload_seed_14,firmware_workload,gcc_random_workload,PASS,3221291022,903,247,247,3.656,,,,,,,0,45,19,0,0,3,0,3,0,0,0,0000a000,23,0,0,0,136,apb_wait_cycles=0;backpressure_cycles=0;completion_mode=poll;descriptors=3;destination_bank=0;dma_length=8;error_profile=none;index=14;power_event=sleep;queue_pressure=3;seed=3221291022;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_14.csv,chiplet_extension/build/firmware_c/events/workload_seed_14.csv,chiplet_extension/build/firmware_c/logs/workload_seed_14.log
workload_seed_15,firmware_workload,gcc_random_workload,PASS,3221291023,2134,477,477,4.474,,,,,,,0,100,16,2,0,2,0,2,1,0,0,0000a000,460,0,1027,183,1027,apb_wait_cycles=4;backpressure_cycles=8;completion_mode=irq;descriptors=2;destination_bank=1;dma_length=16;error_profile=timeout;index=15;power_event=run;queue_pressure=2;seed=3221291023;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_15.csv,chiplet_extension/build/firmware_c/events/workload_seed_15.csv,chiplet_extension/build/firmware_c/logs/workload_seed_15.log
workload_seed_16,firmware_workload,gcc_random_workload,PASS,3221291024,811,233,233,3.481,,,,,,,0,1,11,1,0,1,0,1,1,0,0,0000a000,77,0,4,186,4,apb_wait_cycles=7;backpressure_cycles=8;completion_mode=irq;descriptors=1;destination_bank=0;dma_length=2;error_profile=parity;index=16;power_event=run;queue_pressure=1;seed=3221291024;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_16.csv,chiplet_extension/build/firmware_c/events/workload_seed_16.csv,chiplet_extension/build/firmware_c/logs/workload_seed_16.log
workload_seed_17,firmware_workload,gcc_random_workload,PASS,3221291025,1474,443,443,3.327,,,,,,,0,4,30,4,0,4,0,4,4,0,0,0000a000,66,0,4,181,4,apb_wait_cycles=2;backpressure_cycles=8;completion_mode=irq;descriptors=4;destination_bank=1;dma_length=4;error_profile=invalid;index=17;power_event=deep_sleep;queue_pressure=4;seed=3221291025;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_17.csv,chiplet_extension/build/firmware_c/events/workload_seed_17.csv,chiplet_extension/build/firmware_c/logs/workload_seed_17.log
workload_seed_18,firmware_workload,gcc_random_workload,PASS,3221291026,1021,207,207,4.932,,,,,,,0,25,19,0,0,3,0,3,0,0,0,0000a000,301,0,0,0,126,apb_wait_cycles=7;backpressure_cycles=4;completion_mode=poll;descriptors=3;destination_bank=0;dma_length=8;error_profile=none;index=18;power_event=run;queue_pressure=3;seed=3221291026;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_18.csv,chiplet_extension/build/firmware_c/events/workload_seed_18.csv,chiplet_extension/build/firmware_c/logs/workload_seed_18.log
workload_seed_19,firmware_workload,gcc_random_workload,PASS,3221291027,1283,339,339,3.785,,,,,,,0,31,16,2,0,2,0,2,0,0,0,0000a000,161,0,195,182,195,apb_wait_cycles=3;backpressure_cycles=4;completion_mode=irq;descriptors=2;destination_bank=1;dma_length=16;error_profile=none;index=19;power_event=sleep;queue_pressure=2;seed=3221291027;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_19.csv,chiplet_extension/build/firmware_c/events/workload_seed_19.csv,chiplet_extension/build/firmware_c/logs/workload_seed_19.log
workload_seed_20,firmware_workload,gcc_random_workload,PASS,3221291028,1468,301,301,4.877,,,,,,,0,86,7,0,0,1,0,1,1,0,0,0000a000,368,0,0,0,1027,apb_wait_cycles=4;backpressure_cycles=0;completion_mode=poll;descriptors=1;destination_bank=0;dma_length=2;error_profile=none;index=20;power_event=run;queue_pressure=1;seed=3221291028;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_20.csv,chiplet_extension/build/firmware_c/events/workload_seed_20.csv,chiplet_extension/build/firmware_c/logs/workload_seed_20.log
workload_seed_21,firmware_workload,gcc_random_workload,PASS,3221291029,2764,701,701,3.943,,,,,,,0,133,30,4,0,4,0,4,1,0,0,0000a000,324,0,1027,181,1027,apb_wait_cycles=2;backpressure_cycles=8;completion_mode=irq;descriptors=4;destination_bank=1;dma_length=4;error_profile=timeout;index=21;power_event=run;queue_pressure=4;seed=3221291029;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_21.csv,chiplet_extension/build/firmware_c/events/workload_seed_21.csv,chiplet_extension/build/firmware_c/logs/workload_seed_21.log
workload_seed_22,firmware_workload,gcc_random_workload,PASS,3221291030,1570,446,446,3.520,,,,,,,0,25,25,3,0,3,0,3,1,0,0,0000a000,121,0,28,181,28,apb_wait_cycles=2;backpressure_cycles=8;completion_mode=irq;descriptors=3;destination_bank=0;dma_length=8;error_profile=parity;index=22;power_event=sleep;queue_pressure=3;seed=3221291030;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_22.csv,chiplet_extension/build/firmware_c/events/workload_seed_22.csv,chiplet_extension/build/firmware_c/logs/workload_seed_22.log
workload_seed_23,firmware_workload,gcc_random_workload,PASS,3221291031,958,281,281,3.409,,,,,,,0,2,16,2,0,2,0,2,2,0,0,0000a000,68,0,4,183,4,apb_wait_cycles=4;backpressure_cycles=8;completion_mode=irq;descriptors=2;destination_bank=1;dma_length=16;error_profile=invalid;index=23;power_event=deep_sleep;queue_pressure=2;seed=3221291031;source_bank=1,chiplet_extension/build/firmware_c/traces/workload_seed_23.csv,chiplet_extension/build/firmware_c/events/workload_seed_23.csv,chiplet_extension/build/firmware_c/logs/workload_seed_23.log
workload_seed_24,firmware_workload,gcc_random_workload,PASS,3221291032,1453,359,359,4.047,,,,,,,0,115,7,0,0,1,0,1,1,0,0,0000a000,121,0,0,0,1027,apb_wait_cycles=1;backpressure_cycles=0;completion_mode=poll;descriptors=1;destination_bank=0;dma_length=2;error_profile=none;index=24;power_event=run;queue_pressure=1;seed=3221291032;source_bank=0,chiplet_extension/build/firmware_c/traces/workload_seed_24.csv,chiplet_extension/build/firmware_c/events/workload_seed_24.csv,chiplet_extension/build/firmware_c/logs/workload_seed_24.log
